Time  s.  d...  o
1266  101  11110010  0
1267  101  11110011  0
1268  101  11110100  1
1269  101  11110101  1
1270  101  11110110  1
1271  101  11110111  1
1272  101  11111000  0
1273  101  11111001  0
1274  101  11111010  0
1275  101  11111011  0
1276  101  11111100  1
1277  101  11111101  1
1278  101  11111110  1
1279  101  11111111  1
1280  101  00000000  0
1281  101  00000001  0
1282  101  00000010  0
1283  101  00000011  0
1284  101  00000100  1
1285  101  00000101  1
1286  101  00000110  1
1287  101  00000111  1
1288  101  00001000  0
1289  101  00001001  0
1290  101  00001010  0
1291  101  00001011  0
1292  101  00001100  1
1293  101  00001101  1
1294  101  00001110  1
1295  101  00001111  1
1296  101  00010000  0
1297  101  00010001  0
1298  101  00010010  0
1299  101  00010011  0
1300  101  00010100  1
1301  101  00010101  1
1302  101  00010110  1
1303  101  00010111  1
1304  101  00011000  0
1305  101  00011001  0
1306  101  00011010  0
1307  101  00011011  0
1308  101  00011100  1
1309  101  00011101  1
1310  101  00011110  1
1311  101  00011111  1
1312  101  00100000  0
1313  101  00100001  0
1314  101  00100010  0
1315  101  00100011  0
1316  101  00100100  1
1317  101  00100101  1
1318  101  00100110  1
1319  101  00100111  1
1320  101  00101000  0
1321  101  00101001  0
1322  101  00101010  0
1323  101  00101011  0
1324  101  00101100  1
1325  101  00101101  1
1326  101  00101110  1
1327  101  00101111  1
1328  101  00110000  0
1329  101  00110001  0
1330  101  00110010  0
1331  101  00110011  0
1332  101  00110100  1
1333  101  00110101  1
1334  101  00110110  1
1335  101  00110111  1
1336  101  00111000  0
1337  101  00111001  0
1338  101  00111010  0
1339  101  00111011  0
1340  101  00111100  1
1341  101  00111101  1
1342  101  00111110  1
1343  101  00111111  1
1344  101  01000000  0
1345  101  01000001  0
1346  101  01000010  0
1347  101  01000011  0
1348  101  01000100  1
1349  101  01000101  1
1350  101  01000110  1
1351  101  01000111  1
1352  101  01001000  0
1353  101  01001001  0
1354  101  01001010  0
1355  101  01001011  0
1356  101  01001100  1
1357  101  01001101  1
1358  101  01001110  1
1359  101  01001111  1
1360  101  01010000  0
1361  101  01010001  0
1362  101  01010010  0
1363  101  01010011  0
1364  101  01010100  1
1365  101  01010101  1
1366  101  01010110  1
1367  101  01010111  1
1368  101  01011000  0
1369  101  01011001  0
1370  101  01011010  0
1371  101  01011011  0
1372  101  01011100  1
1373  101  01011101  1
1374  101  01011110  1
1375  101  01011111  1
1376  101  01100000  0
1377  101  01100001  0
1378  101  01100010  0
1379  101  01100011  0
1380  101  01100100  1
1381  101  01100101  1
1382  101  01100110  1
1383  101  01100111  1
1384  101  01101000  0
1385  101  01101001  0
1386  101  01101010  0
1387  101  01101011  0
1388  101  01101100  1
1389  101  01101101  1
1390  101  01101110  1
1391  101  01101111  1
1392  101  01110000  0
1393  101  01110001  0
1394  101  01110010  0
1395  101  01110011  0
1396  101  01110100  1
1397  101  01110101  1
1398  101  01110110  1
1399  101  01110111  1
1400  101  01111000  0
1401  101  01111001  0
1402  101  01111010  0
1403  101  01111011  0
1404  101  01111100  1
1405  101  01111101  1
1406  101  01111110  1
1407  101  01111111  1
1408  101  10000000  0
1409  101  10000001  0
1410  101  10000010  0
1411  101  10000011  0
1412  101  10000100  1
1413  101  10000101  1
1414  101  10000110  1
1415  101  10000111  1
1416  101  10001000  0
1417  101  10001001  0
1418  101  10001010  0
1419  101  10001011  0
1420  101  10001100  1
1421  101  10001101  1
1422  101  10001110  1
1423  101  10001111  1
1424  101  10010000  0
1425  101  10010001  0
1426  101  10010010  0
1427  101  10010011  0
1428  101  10010100  1
1429  101  10010101  1
1430  101  10010110  1
1431  101  10010111  1
1432  101  10011000  0
1433  101  10011001  0
1434  101  10011010  0
1435  101  10011011  0
1436  101  10011100  1
1437  101  10011101  1
1438  101  10011110  1
1439  101  10011111  1
1440  101  10100000  0
1441  101  10100001  0
1442  101  10100010  0
1443  101  10100011  0
1444  101  10100100  1
1445  101  10100101  1
1446  101  10100110  1
1447  101  10100111  1
1448  101  10101000  0
1449  101  10101001  0
1450  101  10101010  0
1451  101  10101011  0
1452  101  10101100  1
1453  101  10101101  1
1454  101  10101110  1
1455  101  10101111  1
1456  101  10110000  0
1457  101  10110001  0
1458  101  10110010  0
1459  101  10110011  0
1460  101  10110100  1
1461  101  10110101  1
1462  101  10110110  1
1463  101  10110111  1
1464  101  10111000  0
1465  101  10111001  0
1466  101  10111010  0
1467  101  10111011  0
1468  101  10111100  1
1469  101  10111101  1
1470  101  10111110  1
1471  101  10111111  1
1472  101  11000000  0
1473  101  11000001  0
1474  101  11000010  0
1475  101  11000011  0
1476  101  11000100  1
1477  101  11000101  1
1478  101  11000110  1
1479  101  11000111  1
1480  101  11001000  0
1481  101  11001001  0
1482  101  11001010  0
1483  101  11001011  0
1484  101  11001100  1
1485  101  11001101  1
1486  101  11001110  1
1487  101  11001111  1
1488  101  11010000  0
1489  101  11010001  0
1490  101  11010010  0
1491  101  11010011  0
1492  101  11010100  1
1493  101  11010101  1
1494  101  11010110  1
1495  101  11010111  1
1496  101  11011000  0
1497  101  11011001  0
1498  101  11011010  0
1499  101  11011011  0
1500  101  11011100  1
1501  101  11011101  1
1502  101  11011110  1
1503  101  11011111  1
1504  101  11100000  0
1505  101  11100001  0
1506  101  11100010  0
1507  101  11100011  0
1508  101  11100100  1
1509  101  11100101  1
1510  101  11100110  1
1511  101  11100111  1
1512  101  11101000  0
1513  101  11101001  0
1514  101  11101010  0
1515  101  11101011  0
1516  101  11101100  1
1517  101  11101101  1
1518  101  11101110  1
1519  101  11101111  1
1520  101  11110000  0
1521  101  11110001  0
1522  101  11110010  0
1523  101  11110011  0
1524  101  11110100  1
1525  101  11110101  1
1526  101  11110110  1
1527  101  11110111  1
1528  101  11111000  0
1529  101  11111001  0
1530  101  11111010  0
1531  101  11111011  0
1532  101  11111100  1
1533  101  11111101  1
1534  101  11111110  1
1535  101  11111111  1
1536  111  00000000  0
1537  111  00000001  1
1538  111  00000010  0
1539  111  00000011  1
1540  111  00000100  0
1541  111  00000101  1
1542  111  00000110  0
1543  111  00000111  1
1544  111  00001000  0
1545  111  00001001  1
1546  111  00001010  0
1547  111  00001011  1
1548  111  00001100  0
1549  111  00001101  1
1550  111  00001110  0
1551  111  00001111  1
1552  111  00010000  0
1553  111  00010001  1
1554  111  00010010  0
1555  111  00010011  1
1556  111  00010100  0
1557  111  00010101  1
1558  111  00010110  0
1559  111  00010111  1
1560  111  00011000  0
1561  111  00011001  1
1562  111  00011010  0
1563  111  00011011  1
1564  111  00011100  0
1565  111  00011101  1
1566  111  00011110  0
1567  111  00011111  1
1568  111  00100000  0
1569  111  00100001  1
1570  111  00100010  0
1571  111  00100011  1
1572  111  00100100  0
1573  111  00100101  1
1574  111  00100110  0
1575  111  00100111  1
1576  111  00101000  0
1577  111  00101001  1
1578  111  00101010  0
1579  111  00101011  1
1580  111  00101100  0
1581  111  00101101  1
1582  111  00101110  0
1583  111  00101111  1
1584  111  00110000  0
1585  111  00110001  1
1586  111  00110010  0
1587  111  00110011  1
1588  111  00110100  0
1589  111  00110101  1
1590  111  00110110  0
1591  111  00110111  1
1592  111  00111000  0
1593  111  00111001  1
1594  111  00111010  0
1595  111  00111011  1
1596  111  00111100  0
1597  111  00111101  1
1598  111  00111110  0
1599  111  00111111  1
1600  111  01000000  0
1601  111  01000001  1
1602  111  01000010  0
1603  111  01000011  1
1604  111  01000100  0
1605  111  01000101  1
1606  111  01000110  0
1607  111  01000111  1
1608  111  01001000  0
1609  111  01001001  1
1610  111  01001010  0
1611  111  01001011  1
1612  111  01001100  0
1613  111  01001101  1
1614  111  01001110  0
1615  111  01001111  1
1616  111  01010000  0
1617  111  01010001  1
1618  111  01010010  0
1619  111  01010011  1
1620  111  01010100  0
1621  111  01010101  1
1622  111  01010110  0
1623  111  01010111  1
1624  111  01011000  0
1625  111  01011001  1
1626  111  01011010  0
1627  111  01011011  1
1628  111  01011100  0
1629  111  01011101  1
1630  111  01011110  0
1631  111  01011111  1
1632  111  01100000  0
1633  111  01100001  1
1634  111  01100010  0
1635  111  01100011  1
1636  111  01100100  0
1637  111  01100101  1
1638  111  01100110  0
1639  111  01100111  1
1640  111  01101000  0
1641  111  01101001  1
1642  111  01101010  0
1643  111  01101011  1
1644  111  01101100  0
1645  111  01101101  1
1646  111  01101110  0
1647  111  01101111  1
1648  111  01110000  0
1649  111  01110001  1
1650  111  01110010  0
1651  111  01110011  1
1652  111  01110100  0
1653  111  01110101  1
1654  111  01110110  0
1655  111  01110111  1
1656  111  01111000  0
1657  111  01111001  1
1658  111  01111010  0
1659  111  01111011  1
1660  111  01111100  0
1661  111  01111101  1
1662  111  01111110  0
1663  111  01111111  1
1664  111  10000000  0
1665  111  10000001  1
1666  111  10000010  0
1667  111  10000011  1
1668  111  10000100  0
1669  111  10000101  1
1670  111  10000110  0
1671  111  10000111  1
1672  111  10001000  0
1673  111  10001001  1
1674  111  10001010  0
1675  111  10001011  1
1676  111  10001100  0
1677  111  10001101  1
1678  111  10001110  0
1679  111  10001111  1
1680  111  10010000  0
1681  111  10010001  1
1682  111  10010010  0
1683  111  10010011  1
1684  111  10010100  0
1685  111  10010101  1
1686  111  10010110  0
1687  111  10010111  1
1688  111  10011000  0
1689  111  10011001  1
1690  111  10011010  0
1691  111  10011011  1
1692  111  10011100  0
1693  111  10011101  1
1694  111  10011110  0
1695  111  10011111  1
1696  111  10100000  0
1697  111  10100001  1
1698  111  10100010  0
1699  111  10100011  1
1700  111  10100100  0
1701  111  10100101  1
1702  111  10100110  0
1703  111  10100111  1
1704  111  10101000  0
1705  111  10101001  1
1706  111  10101010  0
1707  111  10101011  1
1708  111  10101100  0
1709  111  10101101  1
1710  111  10101110  0
1711  111  10101111  1
1712  111  10110000  0
1713  111  10110001  1
1714  111  10110010  0
1715  111  10110011  1
1716  111  10110100  0
1717  111  10110101  1
1718  111  10110110  0
1719  111  10110111  1
1720  111  10111000  0
1721  111  10111001  1
1722  111  10111010  0
1723  111  10111011  1
1724  111  10111100  0
1725  111  10111101  1
1726  111  10111110  0
1727  111  10111111  1
1728  111  11000000  0
1729  111  11000001  1
1730  111  11000010  0
1731  111  11000011  1
1732  111  11000100  0
1733  111  11000101  1
1734  111  11000110  0
1735  111  11000111  1
1736  111  11001000  0
1737  111  11001001  1
1738  111  11001010  0
1739  111  11001011  1
1740  111  11001100  0
1741  111  11001101  1
1742  111  11001110  0
1743  111  11001111  1
1744  111  11010000  0
1745  111  11010001  1
1746  111  11010010  0
1747  111  11010011  1
1748  111  11010100  0
1749  111  11010101  1
1750  111  11010110  0
1751  111  11010111  1
1752  111  11011000  0
1753  111  11011001  1
1754  111  11011010  0
1755  111  11011011  1
1756  111  11011100  0
1757  111  11011101  1
1758  111  11011110  0
1759  111  11011111  1
1760  111  11100000  0
1761  111  11100001  1
1762  111  11100010  0
1763  111  11100011  1
1764  111  11100100  0
1765  111  11100101  1
1766  111  11100110  0
1767  111  11100111  1
1768  111  11101000  0
1769  111  11101001  1
1770  111  11101010  0
1771  111  11101011  1
1772  111  11101100  0
1773  111  11101101  1
1774  111  11101110  0
1775  111  11101111  1
1776  111  11110000  0
1777  111  11110001  1
1778  111  11110010  0
1779  111  11110011  1
1780  111  11110100  0
1781  111  11110101  1
1782  111  11110110  0
1783  111  11110111  1
1784  111  11111000  0
1785  111  11111001  1
1786  111  11111010  0
1787  111  11111011  1
1788  111  11111100  0
1789  111  11111101  1
1790  111  11111110  0
1791  111  11111111  1
1792  111  00000000  0
1793  111  00000001  1
1794  111  00000010  0
1795  111  00000011  1
1796  111  00000100  0
1797  111  00000101  1
1798  111  00000110  0
1799  111  00000111  1
1800  111  00001000  0
1801  111  00001001  1
1802  111  00001010  0
1803  111  00001011  1
1804  111  00001100  0
1805  111  00001101  1
1806  111  00001110  0
1807  111  00001111  1
1808  111  00010000  0
1809  111  00010001  1
1810  111  00010010  0
1811  111  00010011  1
1812  111  00010100  0
1813  111  00010101  1
1814  111  00010110  0
1815  111  00010111  1
1816  111  00011000  0
1817  111  00011001  1
1818  111  00011010  0
1819  111  00011011  1
1820  111  00011100  0
1821  111  00011101  1
1822  111  00011110  0
1823  111  00011111  1
1824  111  00100000  0
1825  111  00100001  1
1826  111  00100010  0
1827  111  00100011  1
1828  111  00100100  0
1829  111  00100101  1
1830  111  00100110  0
1831  111  00100111  1
1832  111  00101000  0
1833  111  00101001  1
1834  111  00101010  0
1835  111  00101011  1
1836  111  00101100  0
1837  111  00101101  1
1838  111  00101110  0
1839  111  00101111  1
1840  111  00110000  0
1841  111  00110001  1
1842  111  00110010  0
1843  111  00110011  1
1844  111  00110100  0
1845  111  00110101  1
1846  111  00110110  0
1847  111  00110111  1
1848  111  00111000  0
1849  111  00111001  1
1850  111  00111010  0
1851  111  00111011  1
1852  111  00111100  0
1853  111  00111101  1
1854  111  00111110  0
1855  111  00111111  1
1856  111  01000000  0
1857  111  01000001  1
1858  111  01000010  0
1859  111  01000011  1
1860  111  01000100  0
1861  111  01000101  1
1862  111  01000110  0
1863  111  01000111  1
1864  111  01001000  0
1865  111  01001001  1
1866  111  01001010  0
1867  111  01001011  1
1868  111  01001100  0
1869  111  01001101  1
1870  111  01001110  0
1871  111  01001111  1
1872  111  01010000  0
1873  111  01010001  1
1874  111  01010010  0
1875  111  01010011  1
1876  111  01010100  0
1877  111  01010101  1
1878  111  01010110  0
1879  111  01010111  1
1880  111  01011000  0
1881  111  01011001  1
1882  111  01011010  0
1883  111  01011011  1
1884  111  01011100  0
1885  111  01011101  1
1886  111  01011110  0
1887  111  01011111  1
1888  111  01100000  0
1889  111  01100001  1
1890  111  01100010  0
1891  111  01100011  1
1892  111  01100100  0
1893  111  01100101  1
1894  111  01100110  0
1895  111  01100111  1
1896  111  01101000  0
1897  111  01101001  1
1898  111  01101010  0
1899  111  01101011  1
1900  111  01101100  0
1901  111  01101101  1
1902  111  01101110  0
1903  111  01101111  1
1904  111  01110000  0
1905  111  01110001  1
1906  111  01110010  0
1907  111  01110011  1
1908  111  01110100  0
1909  111  01110101  1
1910  111  01110110  0
1911  111  01110111  1
1912  111  01111000  0
1913  111  01111001  1
1914  111  01111010  0
1915  111  01111011  1
1916  111  01111100  0
1917  111  01111101  1
1918  111  01111110  0
1919  111  01111111  1
1920  111  10000000  0
1921  111  10000001  1
1922  111  10000010  0
1923  111  10000011  1
1924  111  10000100  0
1925  111  10000101  1
1926  111  10000110  0
1927  111  10000111  1
1928  111  10001000  0
1929  111  10001001  1
1930  111  10001010  0
1931  111  10001011  1
1932  111  10001100  0
1933  111  10001101  1
1934  111  10001110  0
1935  111  10001111  1
1936  111  10010000  0
1937  111  10010001  1
1938  111  10010010  0
1939  111  10010011  1
1940  111  10010100  0
1941  111  10010101  1
1942  111  10010110  0
1943  111  10010111  1
1944  111  10011000  0
1945  111  10011001  1
1946  111  10011010  0
1947  111  10011011  1
1948  111  10011100  0
1949  111  10011101  1
1950  111  10011110  0
1951  111  10011111  1
1952  111  10100000  0
1953  111  10100001  1
1954  111  10100010  0
1955  111  10100011  1
1956  111  10100100  0
1957  111  10100101  1
1958  111  10100110  0
1959  111  10100111  1
1960  111  10101000  0
1961  111  10101001  1
1962  111  10101010  0
1963  111  10101011  1
1964  111  10101100  0
1965  111  10101101  1
1966  111  10101110  0
1967  111  10101111  1
1968  111  10110000  0
1969  111  10110001  1
1970  111  10110010  0
1971  111  10110011  1
1972  111  10110100  0
1973  111  10110101  1
1974  111  10110110  0
1975  111  10110111  1
1976  111  10111000  0
1977  111  10111001  1
1978  111  10111010  0
1979  111  10111011  1
1980  111  10111100  0
1981  111  10111101  1
1982  111  10111110  0
1983  111  10111111  1
1984  111  11000000  0
1985  111  11000001  1
1986  111  11000010  0
1987  111  11000011  1
1988  111  11000100  0
1989  111  11000101  1
1990  111  11000110  0
1991  111  11000111  1
1992  111  11001000  0
1993  111  11001001  1
1994  111  11001010  0
1995  111  11001011  1
1996  111  11001100  0
1997  111  11001101  1
1998  111  11001110  0
1999  111  11001111  1
2000  111  11010000  0
2001  111  11010001  1
2002  111  11010010  0
2003  111  11010011  1
2004  111  11010100  0
2005  111  11010101  1
2006  111  11010110  0
2007  111  11010111  1
2008  111  11011000  0
2009  111  11011001  1
2010  111  11011010  0
2011  111  11011011  1
2012  111  11011100  0
2013  111  11011101  1
2014  111  11011110  0
2015  111  11011111  1
2016  111  11100000  0
2017  111  11100001  1
2018  111  11100010  0
2019  111  11100011  1
2020  111  11100100  0
2021  111  11100101  1
2022  111  11100110  0
2023  111  11100111  1
2024  111  11101000  0
2025  111  11101001  1
2026  111  11101010  0
2027  111  11101011  1
2028  111  11101100  0
2029  111  11101101  1
2030  111  11101110  0
2031  111  11101111  1
2032  111  11110000  0
2033  111  11110001  1
2034  111  11110010  0
2035  111  11110011  1
2036  111  11110100  0
2037  111  11110101  1
2038  111  11110110  0
2039  111  11110111  1
2040  111  11111000  0
2041  111  11111001  1
2042  111  11111010  0
2043  111  11111011  1
2044  111  11111100  0
2045  111  11111101  1
2046  111  11111110  0
2047  111  11111111  1
